,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,Rings
3786,0.5845733373823262,0.5887716788843196,0.6647468874740168,0.5748981550832571,0.5779306972465408,0.46996925929728667,0.4738786012694448,0,0,1,0.6747753442237537
353,0.5022395991497115,0.48632218844984804,0.5923928480087245,0.4725251069502445,0.45735954642092347,0.4839891887250805,0.35479459082188897,0,0,1,0.6430545678489118
703,0.22836319465532956,0.20025031289111386,0.34614981625516505,0.22598053107238808,0.21513938136756872,0.17678039999080658,0.21931186423506233,0,0,1,0.7298620293288682
4032,0.3486182812025509,0.31038798498122644,0.24577871588887137,0.37083198280243207,0.39159594985960305,0.3060467162678586,0.3087109406502483,0,1,0,0.6076913094232076
346,0.4099605223200729,0.4133142618749627,0.5453152811882457,0.4105440467826928,0.35883221094308454,0.36803024300676096,0.41382519467475143,1,0,0,0.6430545678489118
367,0.5022395991497115,0.48632218844984804,0.36717030509922627,0.5207649404195357,0.5043076888963008,0.5021705323088351,0.4034084867687776,1,0,0,0.6747753442237537
2943,0.5941011235955057,0.5535490792061505,0.6647468874740168,0.5510390260685896,0.5472811248895542,0.4706109675171742,0.47871350559563125,1,0,0,0.6747753442237537
2670,0.5200045551169147,0.49722867870552473,0.4541163705704861,0.497689031023765,0.515117506438473,0.42861970662275123,0.3981510927436554,0,0,1,0.6430545678489118
791,0.3486182812025509,0.3280290839740151,0.43196504500912714,0.3330162441774074,0.2882479337398175,0.30525412266393515,0.29484819263624557,1,0,0,0.6747753442237537
1037,0.6528621317947162,0.6751296263186125,0.6893110353269079,0.6792027440504173,0.6027077481032483,0.5309695658433029,0.6377038316378753,0,0,1,0.6430545678489118
3107,0.19932432432432434,0.17307348471303416,0.28494064551835263,0.20862389652465635,0.24731462714078695,0.1576818032400308,0.15501031506505591,0,1,0,0.46759667106160613
205,0.28541603401153964,0.26837117825853746,0.4541163705704861,0.3020433770213997,0.2821707564729423,0.26761601204108976,0.284398278608894,1,0,0,0.6430545678489118
2066,0.4342165198906773,0.34614696942606826,0.4541163705704861,0.4140431161702916,0.3991299137071609,0.2801579808353693,0.37297330257699185,1,0,0,0.6747753442237537
3656,0.4179699362283633,0.364741641337386,0.3884848534591431,0.36008666145535984,0.37700873586488887,0.26676977598550383,0.32635708022919463,0,1,0,0.7035414528076518
798,0.4020270270270271,0.4133142618749627,0.5453152811882457,0.40647412687282686,0.3429296451368465,0.34449610263420727,0.4276897188381459,0,0,1,0.7035414528076518
2657,0.442453689644701,0.37421777221526914,0.4541163705704861,0.4186251848295469,0.42943933220950326,0.42660239945879747,0.3087109406502483,1,0,0,0.6430545678489118
1032,0.6329714546006682,0.6374038977293045,0.7896956658704299,0.7043227283972399,0.6162428129001345,0.5441873557897138,0.5885461854722013,0,0,1,0.7035414528076518
3589,0.6329714546006682,0.625067048095834,0.6404030666520418,0.6419676878269763,0.6114722131206111,0.5507371172126772,0.5454667779584551,0,0,1,0.7035414528076518
1718,0.6329714546006682,0.6007509386733416,0.6893110353269079,0.584708892015049,0.5723601297430289,0.44657103874106874,0.5267537578509025,0,0,1,0.7035414528076518
3917,0.5657455208017006,0.49722867870552473,0.6893110353269079,0.5182992271296794,0.4745777973774219,0.4412896495910803,0.46901958170985086,0,1,0,0.7541245993652368
1541,0.18824020649863346,0.17307348471303416,0.18974576297662807,0.17607338826653732,0.18941006615376435,0.14317419374214785,0.15169503973033605,0,1,0,0.5677239467995044
1670,0.5564454904342545,0.5535490792061505,0.49920887292823485,0.5742724695346992,0.5796823380918239,0.5242995941104789,0.44783896070810514,1,0,0,0.7298620293288682
171,0.4179699362283633,0.364741641337386,0.4765330256126957,0.41752774031927764,0.3851154958214494,0.3622172963197828,0.3928598867873542,1,0,0,0.5677239467995044
3923,0.22836319465532956,0.17968889683532988,0.20804310322023226,0.2005969975781704,0.19062743474474161,0.18997691152809468,0.1895789607756189,0,0,1,0.7298620293288682
4104,0.7568706346796235,0.7008760951188987,0.6162836351864006,0.7675860733718173,0.7251886190273571,0.7097026723708952,0.6015582549989844,1,0,0,0.7035414528076518
3665,0.49347099908897657,0.4755348948089874,0.4765330256126957,0.45233239028908406,0.49690635789822546,0.37809630899710694,0.3514412347988197,0,1,0,0.6430545678489118
582,0.6231399939265109,0.649859943977591,0.6893110353269079,0.6421157709312506,0.6134396004927603,0.5858128892660897,0.566540166800194,1,0,0,0.8698104670225342
744,0.4179699362283633,0.4033613445378151,0.4100855629090796,0.44189070197424785,0.35923380414042777,0.39854221200408346,0.4034084867687776,0,0,1,0.8855303442532073
1365,0.5564454904342545,0.5306633291614518,0.5923928480087245,0.5052162950794319,0.475577599911146,0.4511671861489224,0.44284353639045443,0,0,1,0.6747753442237537
3867,0.3710522320072882,0.3553847070743191,0.4100855629090796,0.3647945619255464,0.3391902684217039,0.35414900459886867,0.32635708022919463,1,0,0,0.7976210480381632
3173,0.17745976313392042,0.16020025031289112,0.24577871588887137,0.17939773427357247,0.19062743474474161,0.17262463073395956,0.1500248640760875,0,0,1,0.5217485836016843
1335,0.49347099908897657,0.5420466058763931,0.5687351676983919,0.5222416118930686,0.5245308403060442,0.41916508447607786,0.4453446496155014,1,0,0,0.6430545678489118
2058,0.3486182812025509,0.3553847070743191,0.43196504500912714,0.3575239463354627,0.3387730991877913,0.30999478239625144,0.2887230626042741,0,0,1,0.6076913094232076
3146,0.5110841178256909,0.4755348948089874,0.49920887292823485,0.5120267168175734,0.47324253213484313,0.5052724153995527,0.4542928583482308,0,0,1,0.7766310211571312
3023,0.3268675979350137,0.3280290839740151,0.3884848534591431,0.3191767307811669,0.3187650070987135,0.2599521452525452,0.2868734008473537,0,1,0,0.6076913094232076
1398,0.6231399939265109,0.649859943977591,0.5453152811882457,0.655081905655696,0.6594534443837092,0.46610990968342625,0.5643166803491342,0,0,1,0.7035414528076518
2124,0.21651989067719407,0.20025031289111386,0.26518785611989887,0.2352681779885323,0.2437050500639205,0.24251263098831674,0.1895789607756189,0,0,1,0.5677239467995044
1345,0.5110841178256909,0.5306633291614518,0.49920887292823485,0.5179700291170566,0.5372156165881696,0.40478304352704864,0.4276897188381459,0,0,1,0.6747753442237537
1160,0.5472213786820529,0.5306633291614518,0.5687351676983919,0.5150025941265813,0.47424421677602263,0.432640402868594,0.4949780227962172,1,0,0,0.6430545678489118
258,0.6037048284239296,0.6007509386733416,0.5923928480087245,0.6276720038910124,0.5811393261151352,0.5309695658433029,0.5025422676239648,1,0,0,0.7976210480381632
687,0.42605526875189803,0.38381309970796834,0.3884848534591431,0.47149115017124293,0.34705311674494155,0.32246758994313,0.48352476641324577,1,0,0,0.8172883020556516
654,0.19932432432432434,0.17968889683532988,0.32543185411615705,0.18159766363854285,0.18448939561122052,0.14883340214777963,0.16636688599685862,1,0,0,0.6747753442237537
1778,0.3560203461888855,0.2932236724477025,0.5453152811882457,0.45496817632955233,0.41538116910303885,0.42660239945879747,0.42155501681970375,1,0,0,0.6076913094232076
3751,0.2989295475250532,0.26032540675844806,0.34614981625516505,0.26282350772330276,0.29056298235287,0.19983471150249932,0.21860984122923968,0,1,0,0.5677239467995044
539,0.20498026116003645,0.19327731092436973,0.34614981625516505,0.20294307973156875,0.18262234623001594,0.18997691152809468,0.18731918769902378,1,0,0,0.6747753442237537
3959,0.6935545095657457,0.7139281244412659,0.6893110353269079,0.7402295412735138,0.6998070819854304,0.6108881565158706,0.6356057250381508,1,0,0,0.7035414528076518
13,0.42605526875189803,0.38381309970796834,0.4765330256126957,0.3837194855299646,0.3572228491862579,0.36512943544685006,0.3378699648663084,1,0,0,0.6747753442237537
502,0.5751214697843912,0.5193992490613266,0.8671227103923574,0.5343063070463826,0.4365307296281058,0.42592892213898237,0.49782117082628924,1,0,0,0.7976210480381632
1117,0.4179699362283633,0.37421777221526914,0.3884848534591431,0.3575239463354627,0.3624359078902543,0.29807492246482176,0.3205270264615142,0,1,0,0.6076913094232076
202,0.3710522320072882,0.37421777221526914,0.4765330256126957,0.3626404863908845,0.32523870214285633,0.3286161609085951,0.365864118502451,1,0,0,0.7298620293288682
1192,0.7354615851806863,0.7537993920972642,0.6404030666520418,0.7246897315604736,0.7364163088292383,0.5765628158886291,0.5762733844986685,0,0,1,0.6430545678489118
3441,0.3197692074096569,0.2932236724477025,0.34614981625516505,0.2970919252940286,0.2910245378298716,0.2834563635283412,0.2405790690647857,1,0,0,0.5677239467995044
176,0.14211964773762528,0.09792001907145835,0.13734622260859244,0.11808169190029248,0.13779757714776592,0.12793109640657882,0.09482174780058195,0,1,0,0.46759667106160613
2478,0.3268675979350137,0.2932236724477025,0.6404030666520418,0.28420185810360177,0.24936188779847543,0.2809843418440054,0.25252586139356936,1,0,0,0.6076913094232076
3121,0.45076677801396914,0.4233863758269264,0.4541163705704861,0.48007380785708464,0.5110024412347057,0.39854221200408346,0.35311983122299156,1,0,0,0.5677239467995044
2080,0.6231399939265109,0.5769116157101137,0.49920887292823485,0.564530879907364,0.579973932444934,0.4366428225915894,0.47774843107214193,0,0,1,0.6430545678489118
4166,0.334041907075615,0.31038798498122644,0.34614981625516505,0.30929141724563397,0.3235207541336605,0.23265789614146007,0.2794168548086144,0,1,0,0.6747753442237537
1581,0.3710522320072882,0.3553847070743191,0.36717030509922627,0.34898233758911595,0.3350031575088507,0.3293807733825501,0.3003091892016566,0,1,0,0.6076913094232076
1427,0.8455435772851504,0.8798498122653315,0.9197126263708054,0.9231211220349913,0.8927395970951242,0.7737661468585424,0.714713664172049,1,0,0,0.7766310211571312
2754,0.4099605223200729,0.34614696942606826,0.4100855629090796,0.3535636590733626,0.3265232402582424,0.29485702285234966,0.32635708022919463,0,1,0,0.6076913094232076
1605,0.4342165198906773,0.4133142618749627,0.4541163705704861,0.3616592902786004,0.3391902684217039,0.2826335264971974,0.37133856369767115,0,1,0,0.6430545678489118
1553,0.22240358335863958,0.19327731092436973,0.28494064551835263,0.17718481564327532,0.18510905762322974,0.14883340214777963,0.16315963704656253,0,1,0,0.5677239467995044
1715,0.6231399939265109,0.5535490792061505,0.49920887292823485,0.5683115785191521,0.5602133913716979,0.5021705323088351,0.46901958170985086,0,0,1,0.6430545678489118
2699,0.673056483449742,0.5887716788843196,0.7390849456414125,0.5831570779297464,0.5640838005179083,0.5327814823894282,0.48926771066772784,0,0,1,0.7035414528076518
3184,0.673056483449742,0.7008760951188987,0.6162836351864006,0.7123633794426087,0.6345335737350669,0.6349116710780568,0.6850698925667691,1,0,0,0.7541245993652368
2636,0.28541603401153964,0.26837117825853746,0.28494064551835263,0.2689829419356452,0.30331028412030936,0.20467644639721916,0.20866669935854193,0,1,0,0.5677239467995044
416,0.5941011235955057,0.5887716788843196,0.5923928480087245,0.5968977445046542,0.5542235878573873,0.49406104448053856,0.5350085324512398,1,0,0,0.8855303442532073
4155,0.28541603401153964,0.2848203111031646,0.32543185411615705,0.2568252684087827,0.2544327410015048,0.23446452245286095,0.2255832066978067,0,1,0,0.5217485836016843
4151,0.17745976313392042,0.1417843733237976,0.18974576297662807,0.14646461231052477,0.1704995452208379,0.12306754125038928,0.1068425016866715,0,1,0,0.5217485836016843
2514,0.3268675979350137,0.3191489361702127,0.32543185411615705,0.33281176369109455,0.3387730991877913,0.27850168748120097,0.2881071396487311,0,1,0,0.6076913094232076
3522,0.07891740054661403,0.07437868764527086,0.13734622260859244,0.0739460991130697,0.08588786178757352,0.0,0.06117479314142114,0,1,0,0.4016509932916933
2349,0.2989295475250532,0.3017462304070564,0.30502552315145537,0.29752407552505655,0.29834520217036564,0.2416248405592139,0.27059555841299704,1,0,0,0.6430545678489118
4107,0.2593000303674461,0.21455390666905058,0.28494064551835263,0.2384049195658693,0.26142307687209787,0.2123106587938148,0.18352430076380424,0,1,0,0.5677239467995044
1781,0.3941694503492256,0.364741641337386,0.43196504500912714,0.49869589078232,0.49981126828303274,0.471893094376943,0.3896685661989638,0,0,1,0.6076913094232076
3014,0.22836319465532956,0.20734251147267416,0.24577871588887137,0.19374380763683507,0.20947247347047562,0.15658888058190107,0.16636688599685862,0,1,0,0.5217485836016843
2858,0.7248709383540843,0.6879432624113475,0.7140916269087227,0.7078548879768438,0.6714137627574225,0.6080645477693505,0.6019896118289173,0,0,1,0.7035414528076518
1204,0.8117218341937443,0.8086298349126883,0.6647468874740168,0.8253602553144258,0.7643566067157191,0.8045793492343587,0.6229449494567866,0,0,1,0.7035414528076518
1391,0.6037048284239296,0.5769116157101137,0.6162836351864006,0.5650041487602154,0.638641157606758,0.5009271351327421,0.4621755074063961,1,0,0,0.6430545678489118
2337,0.4676207105982388,0.48632218844984804,0.5687351676983919,0.4480993554588325,0.4529010708747481,0.36294640314974497,0.3821724496221991,0,0,1,0.7035414528076518
149,0.03534011539629518,0.03307706061147864,0.26518785611989887,0.040688485743673654,0.047711549746485574,0.04077464903272387,0.03364095934749207,0,1,0,0.4016509932916933
973,0.4099605223200729,0.37421777221526914,0.4541163705704861,0.40182482048865703,0.40471884774463357,0.34524330318852575,0.2966738658310232,0,0,1,0.7035414528076518
47,0.3127467354995445,0.3280290839740151,0.36717030509922627,0.2927534329820951,0.2740914775177504,0.2701469584213259,0.2718640687280796,1,0,0,0.5677239467995044
54,0.24051017309444284,0.22188449848024316,0.28494064551835263,0.2589092005580146,0.2697504348934087,0.23805772513400666,0.21860984122923968,0,0,1,0.5677239467995044
2592,0.5200045551169147,0.5082543655760177,0.4541163705704861,0.5116955384619679,0.4981988291953353,0.48903788249285207,0.40130953147221016,0,0,1,0.5677239467995044
2483,0.4342165198906773,0.4033613445378151,0.6162836351864006,0.46126369733929623,0.35923380414042777,0.46093951062469374,0.41382519467475143,1,0,0,0.7766310211571312
305,0.05219404798056485,0.042910781333810114,0.13734622260859244,0.047995567446472556,0.046308572849489735,0.046649400836665,0.03671599824568531,0,1,0,0.4016509932916933
2495,0.2989295475250532,0.3017462304070564,0.5453152811882457,0.337499438193502,0.27071904889817366,0.29404987344311784,0.3603498556625502,0,0,1,0.7298620293288682
3625,0.673056483449742,0.649859943977591,0.7140916269087227,0.6291685982278771,0.562299681044294,0.6137053347609505,0.5262933128847,1,0,0,0.6747753442237537
3140,0.45076677801396914,0.4233863758269264,0.5453152811882457,0.4862068490240679,0.3699668374951598,0.31704024362938515,0.605865046047133,0,0,1,0.8855303442532073
1765,0.20498026116003645,0.13588414089039869,0.28494064551835263,0.263052878548664,0.2629051254661471,0.23716189993943473,0.22210943878448464,0,1,0,0.5217485836016843
101,0.45076677801396914,0.4438881935753024,0.4765330256126957,0.44206868507518843,0.40025185070871244,0.3943549055541337,0.3928598867873542,0,0,1,0.7976210480381632
3127,0.5751214697843912,0.5535490792061505,0.5221381183761757,0.5597873748136173,0.5242188914079342,0.49905918345320815,0.4902216754223298,1,0,0,0.6430545678489118
1987,0.03032948679016095,0.021634185589129266,0.033190115151323765,0.02853287190724028,0.030724715410437847,0.027756166782119816,0.020112124229495754,0,1,0,0.4016509932916933
2211,0.47616155481324013,0.5193992490613266,0.7140916269087227,0.5430261673892832,0.44284790116054623,0.48272296458473707,0.4883128395319485,0,0,1,0.8357914165751058
3384,0.13270573944731248,0.11347517730496454,0.1718507915569858,0.13342686846911014,0.1355467137584409,0.11811173121244173,0.11453051619576994,1,0,0,0.5677239467995044
3026,0.36349832979046465,0.3280290839740151,0.34614981625516505,0.312673708806828,0.3312049555429389,0.25823416585251063,0.2718640687280796,0,1,0,0.6076913094232076
336,0.5380731855450956,0.5306633291614518,0.6893110353269079,0.5253523002900099,0.4539325442289193,0.4921803180554588,0.4641359584708969,0,0,1,0.7766310211571312
3574,0.5380731855450956,0.5193992490613266,0.5923928480087245,0.5230610969681215,0.5173242089189576,0.4393011111069565,0.4597192435566455,1,0,0,0.6430545678489118
173,0.4020270270270271,0.38381309970796834,0.34614981625516505,0.4178937122368752,0.3942437213621873,0.38449845473336364,0.35479459082188897,1,0,0,0.6076913094232076
1671,0.5564454904342545,0.5193992490613266,0.5453152811882457,0.5037152777931413,0.4848423010096265,0.45247614354752347,0.43378203611194327,0,0,1,0.6430545678489118
2722,0.20498026116003645,0.17307348471303416,0.26518785611989887,0.1810488824419327,0.18510905762322974,0.16629936196754855,0.15169503973033605,0,1,0,0.5677239467995044
1992,0.11915426662617673,0.09792001907145835,0.1718507915569858,0.10883158658126939,0.11907509248554587,0.08300505098543952,0.08426880273962921,0,1,0,0.46759667106160613
1314,0.45076677801396914,0.4438881935753024,0.4541163705704861,0.4096208079313731,0.400625364958845,0.34224972564009803,0.3686062466219388,0,1,0,0.6747753442237537
2984,0.42605526875189803,0.37421777221526914,0.49920887292823485,0.5690976629005559,0.5886764747206876,0.5040327906950988,0.42667024369361745,1,0,0,0.6747753442237537
2340,0.5200045551169147,0.5193992490613266,0.5923928480087245,0.46213473203013977,0.42010201537614766,0.392954287406412,0.38753398191972316,1,0,0,0.7035414528076518
1079,0.2657151533556028,0.2445914536027177,0.34614981625516505,0.2512275130729539,0.2589407026342669,0.22902408657062706,0.21081587023055245,0,1,0,0.5677239467995044
3569,0.5022395991497115,0.5193992490613266,0.49920887292823485,0.4645693499788818,0.48154717514873785,0.38591405393811073,0.38163429982796127,0,1,0,0.7035414528076518
2766,0.45915578499848175,0.46486679778294293,0.6162836351864006,0.5444727636786478,0.5490978784617975,0.46481996476943926,0.41744107594465174,1,0,0,0.6076913094232076
505,0.5380731855450956,0.5193992490613266,0.6162836351864006,0.531058915352952,0.5090956765853579,0.4686845474926698,0.4542928583482308,0,0,1,0.7976210480381632
1042,0.6832675372001216,0.7537993920972642,0.7140916269087227,0.7486255804263043,0.6695627391696387,0.6063672713270923,0.6671425496547925,1,0,0,0.7298620293288682
2689,0.6231399939265109,0.625067048095834,0.5453152811882457,0.5566140043982558,0.5214057280688146,0.5477647415754108,0.4738786012694448,0,0,1,0.6430545678489118
1273,0.334041907075615,0.33702842839263364,0.36717030509922627,0.28420185810360177,0.2750500393741039,0.23265789614146007,0.2724972663969426,0,1,0,0.6076913094232076
1756,0.7895535985423626,0.7537993920972642,0.7896956658704299,0.8301923276921892,0.8015096087685819,0.7413079893833855,0.6254871234463076,1,0,0,0.7766310211571312
583,0.3127467354995445,0.2932236724477025,0.4541163705704861,0.30695560183285225,0.3095531445427362,0.3076289081423166,0.2255832066978067,0,1,0,0.7541245993652368
3465,0.613384451867598,0.5420466058763931,0.7140916269087227,0.543508576919122,0.5122709734434562,0.45247614354752347,0.49117473722740046,1,0,0,0.6430545678489118
2544,0.8005997570604312,0.7673282078788961,0.5687351676983919,0.7969986436842016,0.8194240729461123,0.6687818987020178,0.566540166800194,1,0,0,0.6747753442237537
1536,0.16185848770118436,0.14780380237201263,0.20804310322023226,0.14555193136640815,0.1645617426029381,0.12306754125038928,0.12382735660200762,0,1,0,0.46759667106160613
3715,0.9152368660795629,0.8510042314798258,0.7896956658704299,0.9328702866255442,0.8762930558182339,0.8285236515706329,0.7634669003692443,0,0,1,0.7035414528076518
1567,0.3197692074096569,0.2765361463734429,0.32543185411615705,0.26259403972747175,0.2788626034653163,0.20467644639721916,0.23245620107169093,0,1,0,0.6076913094232076
4157,0.334041907075615,0.3017462304070564,0.4541163705704861,0.3154087382520214,0.3312049555429389,0.26080906894915173,0.27816487427694686,0,0,1,0.6076913094232076
3437,0.22836319465532956,0.20734251147267416,0.24577871588887137,0.2073393974653406,0.22998010540953134,0.1543920383578786,0.16636688599685862,0,1,0,0.6076913094232076
273,0.5941011235955057,0.6007509386733416,0.8671227103923574,0.6602037203806674,0.5545241086007202,0.5742388545781163,0.5797928388393137,0,0,1,0.7976210480381632
1871,0.4179699362283633,0.4335776863937063,0.5453152811882457,0.3988353831558019,0.3949980572898472,0.29887675101526506,0.3767743170017263,0,1,0,0.6430545678489118
1016,0.5941011235955057,0.5535490792061505,0.5221381183761757,0.5859488820486245,0.599577118615054,0.5040327906950988,0.4493323129318201,0,0,1,0.6076913094232076
976,0.4179699362283633,0.38381309970796834,0.3884848534591431,0.3710259354798869,0.3564163641209242,0.34971002660038136,0.3158260826891973,0,0,1,0.5677239467995044
3456,0.5564454904342545,0.5420466058763931,0.5453152811882457,0.5722366648624306,0.5770535378520966,0.4570429210714838,0.4542928583482308,1,0,0,0.7298620293288682
782,0.3941694503492256,0.4438881935753024,0.4765330256126957,0.4556697855147704,0.3727158423007171,0.4143983535868975,0.3928598867873542,0,0,1,0.6747753442237537
2251,0.5380731855450956,0.5535490792061505,0.6162836351864006,0.5826911364989723,0.5173242089189576,0.51206379772004,0.5165780378732392,0,0,1,0.7541245993652368
3324,0.20498026116003645,0.17968889683532988,0.28494064551835263,0.19560021456496646,0.21061372898367794,0.1747084355819892,0.16235326878480272,0,1,0,0.7298620293288682
3588,0.6329714546006682,0.625067048095834,0.6647468874740168,0.615483847153273,0.6618571475238203,0.37881027186638966,0.5063036397291822,0,0,1,0.7298620293288682
1640,0.49347099908897657,0.4438881935753024,0.49920887292823485,0.5065486922341409,0.49236486312383226,0.43063236021098117,0.49782117082628924,1,0,0,0.6076913094232076
2768,0.4676207105982388,0.4438881935753024,0.43196504500912714,0.39714899067118536,0.40099864766351095,0.25823416585251063,0.3886019827547464,0,1,0,0.7035414528076518
3125,0.5110841178256909,0.49722867870552473,0.49920887292823485,0.5634258243521865,0.5670489426940822,0.42794779009120143,0.4621755074063961,0,0,1,0.6747753442237537
2980,0.3710522320072882,0.3191489361702127,0.34614981625516505,0.34053954630211103,0.38358013861009926,0.2735037336753555,0.260342993800593,0,1,0,0.5677239467995044
1263,0.30580018220467664,0.31038798498122644,0.34614981625516505,0.2795450338006371,0.28028352032296205,0.26676977598550383,0.2385606691994228,1,0,0,0.6076913094232076
1524,0.7354615851806863,0.7139281244412659,0.5923928480087245,0.7058779550560762,0.6637226345860692,0.5660681219972273,0.4592272255256961,1,0,0,0.7035414528076518
1982,0.7785833586395384,0.7537993920972642,0.6893110353269079,0.8140743907601057,0.8254134851204604,0.6822004932155163,0.6254871234463076,0,0,1,0.7035414528076518
2991,0.529000911023383,0.5535490792061505,0.49920887292823485,0.5240436452757032,0.5366015238841946,0.4478865881362502,0.4148598609154004,0,0,1,0.6076913094232076
1107,0.3863877922866687,0.33702842839263364,0.34614981625516505,0.31624795989041193,0.3086664090060411,0.27600821511073803,0.29179331510435336,0,1,0,0.6076913094232076
548,0.47616155481324013,0.4755348948089874,0.5453152811882457,0.42481761976744203,0.42406913662984735,0.34224972564009803,0.365864118502451,1,0,0,0.7298620293288682
239,0.03032948679016095,0.02711722987067167,0.05983362229187504,0.03038342727015192,0.030724715410437847,0.025356457382079596,0.016295730956853063,0,1,0,0.46759667106160613
2919,0.5380731855450956,0.5420466058763931,0.5923928480087245,0.5150025941265813,0.4904099066733901,0.4641743316292416,0.45280746871814603,1,0,0,0.6747753442237537
3596,0.6832675372001216,0.625067048095834,0.4765330256126957,0.581914158771747,0.5796823380918239,0.5333847796778538,0.4641359584708969,0,0,1,0.6747753442237537
955,0.36349832979046465,0.364741641337386,0.43196504500912714,0.364011983479315,0.3816551807232828,0.3020736448876909,0.27123016711372194,0,0,1,0.6076913094232076
2132,0.4020270270270271,0.3935276238154835,0.3884848534591431,0.3890427202952795,0.3746712049348524,0.3526723857119385,0.3491970765640084,1,0,0,0.6747753442237537
901,0.12811266322502277,0.11889862327909886,0.26518785611989887,0.1270039838380535,0.1317423096963769,0.1255104243796824,0.0988998806143225,0,1,0,0.5217485836016843
121,0.21651989067719407,0.20025031289111386,0.2267258479939651,0.1940095302817668,0.19484950298019307,0.17262463073395956,0.18199607880366825,0,1,0,0.5677239467995044
2537,0.6528621317947162,0.649859943977591,0.8153063722351417,0.7344211882788746,0.6195953837143597,0.6063672713270923,0.5409318456265587,0,1,0,0.7035414528076518
3901,0.4099605223200729,0.4335776863937063,0.3884848534591431,0.4313263989183272,0.4028616052703834,0.3578274476546916,0.3057230345895681,1,0,0,0.7298620293288682
784,0.06164591557849985,0.05006257822277847,0.13734622260859244,0.06270799202838355,0.0677839295569466,0.07079518386727532,0.04818927375712037,0,1,0,0.46759667106160613
3501,0.5380731855450956,0.5306633291614518,0.5453152811882457,0.5500805258174177,0.5204657441074967,0.4896671634039621,0.4738786012694448,0,0,1,0.7298620293288682
330,0.3710522320072882,0.33702842839263364,0.5221381183761757,0.34898233758911595,0.30733314869915407,0.35045176439055564,0.33213751050091234,0,0,1,0.7298620293288682
2143,0.3268675979350137,0.3191489361702127,0.30502552315145537,0.2953602529215985,0.2974366144396967,0.2556467323204382,0.27816487427694686,0,0,1,0.6747753442237537
2924,0.5472213786820529,0.565170749150724,0.6404030666520418,0.5510390260685896,0.49008357345561204,0.5224732516485641,0.5114534136670515,0,0,1,0.6430545678489118
1307,0.442453689644701,0.4438881935753024,0.43196504500912714,0.41624559697610897,0.4322851978512743,0.3309074029895094,0.36256041335202094,0,1,0,0.6076913094232076
250,0.1568098997874279,0.1417843733237976,0.30502552315145537,0.14767734380651687,0.14586136143489897,0.12183751069529808,0.14154148500098088,0,1,0,0.5677239467995044
1324,0.47616155481324013,0.4543178973717146,0.6162836351864006,0.4528601501370347,0.46144944497799206,0.41984387126008227,0.34355599750309607,0,1,0,0.7035414528076518
2979,0.3560203461888855,0.2932236724477025,0.5221381183761757,0.48993614024545984,0.4952875965851589,0.40822983020002174,0.38806815998221533,0,0,1,0.6076913094232076
1931,0.5751214697843912,0.565170749150724,0.49920887292823485,0.5599458103779043,0.49236486312383226,0.5369975294472813,0.49307816560238343,0,0,1,0.6430545678489118
1348,0.5200045551169147,0.5193992490613266,0.6404030666520418,0.5574081814778994,0.577346023810678,0.4426128980771421,0.4493323129318201,0,0,1,0.6430545678489118
2911,0.5022395991497115,0.4543178973717146,0.3884848534591431,0.42136264445572974,0.4258642153908944,0.3999331870073915,0.32635708022919463,1,0,0,0.7035414528076518
